index,First Author,Title,Year,Citations
1445,"Coffman,   Cynthia J.","Mechanisms of patient health behavior change in a randomized controlled
   trial of a spouse-assisted intervention",2015,4
1462,"Stek, Max L.","Implementing an outreaching, preference-led stepped care intervention
   programme to reduce late life depressive symptoms: results of a
   mixed-methods study",2014,4
1580,"Neupane, Mani","Implementation strategy in collaboration with people with lived
   experience of mental illness to reduce stigma among primary care
   providers in Nepal (RESHAPE): protocol for a type 3 hybrid
   implementation effectiveness cluster randomized controlled trial",2022,4
1613,"Cifarelli, Ashley K.","Development and assessment of feasibility of a community-based peer
   support intervention to mitigate social isolation and stigma of
   adolescent motherhood in Harare, Zimbabwe",2021,4
1619,"Haase, Anne M.","A Novel Method for Assessing Design Fidelity in Web-Based Behavioral
   Interventions",2021,4
1648,"Young, Jami F.","Implementing nudges for suicide prevention in real-world environments:
   project INSPIRE study protocol",2020,4
1650,"Chalder, Trudie","Study protocol for POSITIF, a randomised multicentre feasibility trial
   of a brief cognitive-behavioural intervention plus information versus
   information alone for the treatment of post-stroke fatigue",2020,4
1657,"Boonstra, Nynke","A cognitive remediation training for young adults with psychotic
   disorders to support their participation in education - study protocol
   for a pilot randomized controlled trial",2020,4
1661,"Kessler, David","The coMforT study of a trauma-informed mindfulness intervention for
   women who have experienced domestic violence and abuse: a protocol for
   an intervention refinement and individually randomized parallel
   feasibility trial",2020,4
1663,"McIntosh, Emma","An app-, web- and social support-based weight loss intervention for
   adults with obesity: the `HelpMeDoIt!' feasibility randomised controlled
   trial",2020,4
1677,"Spiller, Juliet","Brief Engagement and Acceptance Coaching for Community and Hospice
   Settings (the BEACHeS Study): Protocol for the development and pilot
   testing of an evidence-based psychological intervention to enhance
   wellbeing and aid transition into palliative care",2019,4
1763,"van Marwijk, Harm W. J.","Implementing an outreaching, preference-led stepped care intervention
   programme to reduce late life depressive symptoms: results of a
   mixed-methods study",2014,4
1860,"Luitel, Nagendra P.","Implementation strategy in collaboration with people with lived
   experience of mental illness to reduce stigma among primary care
   providers in Nepal (RESHAPE): protocol for a type 3 hybrid
   implementation effectiveness cluster randomized controlled trial",2022,4
1885,"Fyalkowski, Shannon","Development and assessment of feasibility of a community-based peer
   support intervention to mitigate social isolation and stigma of
   adolescent motherhood in Harare, Zimbabwe",2021,4
1888,"Dherani, Mukesh","A behaviour change intervention to reduce home exposure to second hand
   smoke during pregnancy in India and Bangladesh: a theory and
   evidence-based approach to development",2021,4
1916,"Mautone, Jennifer A.","Implementing nudges for suicide prevention in real-world environments:
   project INSPIRE study protocol",2020,4
1918,"Chun, Yvonne","Study protocol for POSITIF, a randomised multicentre feasibility trial
   of a brief cognitive-behavioural intervention plus information versus
   information alone for the treatment of post-stroke fatigue",2020,4
1923,"van der Meer, Lisette","A cognitive remediation training for young adults with psychotic
   disorders to support their participation in education - study protocol
   for a pilot randomized controlled trial",2020,4
1927,"Malpass, Alice","The coMforT study of a trauma-informed mindfulness intervention for
   women who have experienced domestic violence and abuse: a protocol for
   an intervention refinement and individually randomized parallel
   feasibility trial",2020,4
1943,"Strachan, Jenny","Brief Engagement and Acceptance Coaching for Community and Hospice
   Settings (the BEACHeS Study): Protocol for the development and pilot
   testing of an evidence-based psychological intervention to enhance
   wellbeing and aid transition into palliative care",2019,4
2008,"van Exel,   Eric","Implementing an outreaching, preference-led stepped care intervention
   programme to reduce late life depressive symptoms: results of a
   mixed-methods study",2014,4
2088,"Kartha,   Muralikrishnan R.","Implementation strategy in collaboration with people with lived
   experience of mental illness to reduce stigma among primary care
   providers in Nepal (RESHAPE): protocol for a type 3 hybrid
   implementation effectiveness cluster randomized controlled trial",2022,4
2111,"Pauline, Victoria","Development and assessment of feasibility of a community-based peer
   support intervention to mitigate social isolation and stigma of
   adolescent motherhood in Harare, Zimbabwe",2021,4
2114,"Nasreen,   Shammi","A behaviour change intervention to reduce home exposure to second hand
   smoke during pregnancy in India and Bangladesh: a theory and
   evidence-based approach to development",2021,4
2136,"Buttenheim, Alison M.","Implementing nudges for suicide prevention in real-world environments:
   project INSPIRE study protocol",2020,4
2138,"Cvoro, Vera","Study protocol for POSITIF, a randomised multicentre feasibility trial
   of a brief cognitive-behavioural intervention plus information versus
   information alone for the treatment of post-stroke fatigue",2020,4
2142,"Veling, Wim","A cognitive remediation training for young adults with psychotic
   disorders to support their participation in education - study protocol
   for a pilot randomized controlled trial",2020,4
2145,"Millband, Sarah","The coMforT study of a trauma-informed mindfulness intervention for
   women who have experienced domestic violence and abuse: a protocol for
   an intervention refinement and individually randomized parallel
   feasibility trial",2020,4
2147,"Hughes,   Kathryn","An app-, web- and social support-based weight loss intervention for
   adults with obesity: the `HelpMeDoIt!' feasibility randomised controlled
   trial",2020,4
2159,"Millington, Sue","Brief Engagement and Acceptance Coaching for Community and Hospice
   Settings (the BEACHeS Study): Protocol for the development and pilot
   testing of an evidence-based psychological intervention to enhance
   wellbeing and aid transition into palliative care",2019,4
2271,"Poudyal, Anubhuti","Implementation strategy in collaboration with people with lived
   experience of mental illness to reduce stigma among primary care
   providers in Nepal (RESHAPE): protocol for a type 3 hybrid
   implementation effectiveness cluster randomized controlled trial",2022,4
2291,"Murthy, Pratima","A behaviour change intervention to reduce home exposure to second hand
   smoke during pregnancy in India and Bangladesh: a theory and
   evidence-based approach to development",2021,4
2311,"Dennis,   Martin","Study protocol for POSITIF, a randomised multicentre feasibility trial
   of a brief cognitive-behavioural intervention plus information versus
   information alone for the treatment of post-stroke fatigue",2020,4
2315,"Boerhout, Cees","A cognitive remediation training for young adults with psychotic
   disorders to support their participation in education - study protocol
   for a pilot randomized controlled trial",2020,4
2317,"Morris, Richard","The coMforT study of a trauma-informed mindfulness intervention for
   women who have experienced domestic violence and abuse: a protocol for
   an intervention refinement and individually randomized parallel
   feasibility trial",2020,4
2319,"Kelson, Mark","An app-, web- and social support-based weight loss intervention for
   adults with obesity: the `HelpMeDoIt!' feasibility randomised controlled
   trial",2020,4
2328,"Swash, Brooke","Brief Engagement and Acceptance Coaching for Community and Hospice
   Settings (the BEACHeS Study): Protocol for the development and pilot
   testing of an evidence-based psychological intervention to enhance
   wellbeing and aid transition into palliative care",2019,4
2414,"Singh, Ritika","Implementation strategy in collaboration with people with lived
   experience of mental illness to reduce stigma among primary care
   providers in Nepal (RESHAPE): protocol for a type 3 hybrid
   implementation effectiveness cluster randomized controlled trial",2022,4
